District,Upazilla,Union,Storm Speed (m/s),Storm Surge (m),Rainfall (mm)
Magura,Sreepur,Dariapur,17.3851,0.0423,182.0028
Magura,Sreepur,Gayeshpur,17.0919,0.0423,174.7064
Magura,Sreepur,Kadirpara,17.2848,0.0423,189.2387
Magura,Sreepur,Nakol,17.2955,0.0423,194.4928
Magura,Sreepur,Sabdalpur,17.2848,0.0423,189.2387
Magura,Sreepur,Sreekol,17.6223,0.0427,190.7249
Magura,Sreepur,Sreepur,17.3851,0.0423,182.0028
Meherpur,Gangni,Bamandi,11.3654,0.0456,83.6376
Meherpur,Gangni,Dhankhola,12.0326,0.0463,101.4953
Meherpur,Gangni,Kathuli,10.7396,0.0463,66.8941
Meherpur,Gangni,Kazipur,10.7911,0.0456,67.9356
Meherpur,Gangni,Matmura,11.3654,0.0456,83.6376
Meherpur,Gangni,Raypur,12.3652,0.0462,114.0852
Meherpur,Gangni,Shaharbati,10.7396,0.0463,66.8941
Meherpur,Gangni,Sholataka,11.8538,0.0462,103.9144
Meherpur,Gangni,Tentulbaria,10.7911,0.0462,67.9356
Meherpur,Gangni,Ward No. 01,11.3275,0.0463,84.2436
Meherpur,Gangni,Ward No. 02,11.3275,0.0463,84.2436
Meherpur,Gangni,Ward No. 03,11.3275,0.0463,84.2436
Meherpur,Gangni,Ward No. 04,11.3275,0.0463,84.2436
Meherpur,Gangni,Ward No. 05,10.7396,0.0463,66.8941
Meherpur,Gangni,Ward No. 06,11.3275,0.0463,84.2436
Meherpur,Gangni,Ward No. 07,11.3275,0.0463,84.2436
Meherpur,Gangni,Ward No. 08,11.3275,0.0463,84.2436
Meherpur,Gangni,Ward No. 09,11.3275,0.0463,84.2436
Meherpur,Mujibnagar,Bagoan,12.3689,0.0463,99.0508
Meherpur,Mujibnagar,Dariapur,11.6051,0.0463,88.9574
Meherpur,Mujibnagar,Mahajanpur,11.6051,0.0463,88.9574
Meherpur,Mujibnagar,Monakhali,11.6051,0.0463,88.9574
Meherpur,Meherpur Sadar,Amdah,11.2832,0.0463,77.5335
Meherpur,Meherpur Sadar,Amjhupi,11.6051,0.0463,88.9574
Meherpur,Meherpur Sadar,Baradi,12.0326,0.0463,101.4953
Meherpur,Meherpur Sadar,Buripota,11.1556,0.0463,68.7818
Meherpur,Meherpur Sadar,Kutubpur,10.7516,0.0463,62.6207
Meherpur,Meherpur Sadar,Pirojpur,11.6051,0.0463,88.9574
Meherpur,Meherpur Sadar,Shyampur,11.3275,0.0463,84.2436
Meherpur,Meherpur Sadar,Ward No. 01,11.6051,0.0463,88.9574
Meherpur,Meherpur Sadar,Ward No. 02,11.6051,0.0463,88.9574
Meherpur,Meherpur Sadar,Ward No. 03,11.0877,0.0463,68.9632
Meherpur,Meherpur Sadar,Ward No. 04,11.0877,0.0463,68.9632
Meherpur,Meherpur Sadar,Ward No. 05,11.0877,0.0463,68.9632
Meherpur,Meherpur Sadar,Ward No. 06,11.6051,0.0463,88.9574
Meherpur,Meherpur Sadar,Ward No. 07,11.6051,0.0463,88.9574
Meherpur,Meherpur Sadar,Ward No. 08,11.6051,0.0463,88.9574
Meherpur,Meherpur Sadar,Ward No. 09,11.6051,0.0463,88.9574
Narail,Kalia,Baaisona,14.8936,0.0429,151.4645
Narail,Kalia,Babra Hachla,15.6058,0.044,181.545
Narail,Kalia,Baranal Iliasabad,13.64,0.0461,189.4191
Narail,Kalia,Chanchuri,15.6058,0.0452,181.545
Narail,Kalia,Hamidpur,15.1894,0.0464,167.501
Narail,Kalia,Joynagar,14.8936,0.0432,151.4645
Narail,Kalia,Kalabaria,15.1894,0.0442,167.501
Narail,Kalia,Khashial,15.337,0.043,168.1101
Narail,Kalia,Mauli,15.337,0.0432,168.1101
Narail,Kalia,Pahardanga,14.5481,0.0431,137.3926
Narail,Kalia,Panchgram,15.7006,0.0469,181.4395
Narail,Kalia,Peraly,15.7006,0.0469,181.4395
Narail,Kalia,Purulia,15.7006,0.0465,181.4395
Narail,Kalia,Salamabad,15.1894,0.0435,167.501
Narail,Kalia,Ward No. 01,15.1894,0.0432,167.501
Narail,Kalia,Ward No. 02,15.1894,0.044,167.501
Narail,Kalia,Ward No. 03,15.1894,0.044,167.501
Narail,Kalia,Ward No. 04,15.1894,0.044,167.501
Narail,Kalia,Ward No. 05,15.1894,0.0451,167.501
Narail,Kalia,Ward No. 06,15.1894,0.0444,167.501
Narail,Kalia,Ward No. 07,15.1894,0.0451,167.501
Narail,Kalia,Ward No. 08,15.1894,0.0447,167.501
Narail,Kalia,Ward No. 09,15.1894,0.0451,167.501
Narail,Lohagara,Dighalia,16.0676,0.0428,181.2631
Narail,Lohagara,Itna,15.472,0.0429,171.1269
Narail,Lohagara,Joypur,14.1711,0.0429,217.9911
Narail,Lohagara,Kashipur,16.3589,0.0427,184.7889
Narail,Lohagara,Kotakol,15.542,0.0431,180.6287
Narail,Lohagara,Lahuria,16.5521,0.0429,189.7387
Narail,Lohagara,Lakkhipasha,16.3589,0.0427,184.7889
Narail,Lohagara,Lohagara,16.3589,0.0429,184.7889
Narail,Lohagara,Mallikpur,16.3589,0.0429,184.7889
Narail,Lohagara,Naldi,16.4587,0.0427,197.7804
Narail,Lohagara,Noagram,16.3589,0.0427,184.7889
Narail,Lohagara,Shalnagar,16.3589,0.0429,184.7889
Narail,Lohagara,Ward No. 01,16.3589,0.0429,184.7889
Narail,Lohagara,Ward No. 02,16.3589,0.0429,184.7889
Narail,Lohagara,Ward No. 03,16.3589,0.0429,184.7889
Narail,Lohagara,Ward No. 04,16.3589,0.0429,184.7889
Narail,Lohagara,Ward No. 05,16.3589,0.0429,184.7889
Narail,Lohagara,Ward No. 06,16.3589,0.0429,184.7889
Narail,Lohagara,Ward No. 07,16.3589,0.0429,184.7889
Narail,Lohagara,Ward No. 08,16.3589,0.0427,184.7889
Narail,Lohagara,Ward No. 09,16.3589,0.0429,184.7889
Narail,Narail Sadar,Auria,16.5116,0.0428,189.2101
Narail,Narail Sadar,Banshgram,16.0676,0.0428,181.2631
Narail,Narail Sadar,Bhadrabila,16.5116,0.045,189.2101
Narail,Narail Sadar,Bichhali,15.8181,0.0483,190.608
Narail,Narail Sadar,Chandibarpur,16.5116,0.0428,189.2101
Narail,Narail Sadar,Habakhali,16.7215,0.0428,201.1959
Narail,Narail Sadar,Kalora,16.7935,0.047,204.8639
Narail,Narail Sadar,Maijpara,16.9926,0.0442,207.363
Narail,Narail Sadar,Mulia,16.7935,0.0466,204.8639
Narail,Narail Sadar,Shahabad,16.7649,0.0442,199.2004
Narail,Narail Sadar,Sheikhhati,16.7935,0.0483,204.8639
Narail,Narail Sadar,Shingasholpur,15.8181,0.0469,190.608
Narail,Narail Sadar,Tularampur,16.9926,0.0466,207.363
Narail,Narail Sadar,Ward No. 01,16.7649,0.0438,199.2004
Narail,Narail Sadar,Ward No. 02,16.5116,0.0438,189.2101
Narail,Narail Sadar,Ward No. 03,16.7649,0.0442,199.2004
Narail,Narail Sadar,Ward No. 04,16.7649,0.0442,199.2004
Narail,Narail Sadar,Ward No. 05,16.7649,0.045,199.2004
Narail,Narail Sadar,Ward No. 06,16.7649,0.045,199.2004
Narail,Narail Sadar,Ward No. 07,16.7649,0.046,199.2004
Narail,Narail Sadar,Ward No. 08,16.7649,0.046,199.2004
Narail,Narail Sadar,Ward No. 09,16.5116,0.045,189.2101
Satkhira,Ashashuni,Anulia,17.5912,0.0497,186.6288
Satkhira,Ashashuni,Ashashuni,18.4553,0.0484,199.1077
Satkhira,Ashashuni,Baradal,18.0047,0.0496,188.6612
Satkhira,Ashashuni,Budhhata,18.3831,0.0484,198.5721
Satkhira,Ashashuni,Dargahpur,18.3831,0.0496,198.5721
Satkhira,Ashashuni,Kadakati,18.3831,0.0484,198.5721
Satkhira,Ashashuni,Khajra,18.4553,0.0496,199.1077
Satkhira,Ashashuni,Kulla,18.8743,0.0484,203.1398
Satkhira,Ashashuni,Pratapnagar,17.5923,0.0497,197.4902
Satkhira,Ashashuni,Shovnali,19.109,0.0446,204.4649
Satkhira,Ashashuni,Sreeula,18.4553,0.0484,199.1077
Satkhira,Debhata,Debhata,19.9072,0.0463,215.1177
Satkhira,Debhata,Kulia,19.6157,0.047,207.4367
Satkhira,Debhata,Naoapara,19.6635,0.0467,209.73
Satkhira,Debhata,Parulia,19.6635,0.0467,209.73
Satkhira,Debhata,Sakhipur,19.9072,0.0467,215.1177
Satkhira,Kalaroa,Chandanpur,19.6796,0.0463,216.269
Satkhira,Kalaroa,Deyara,18.3559,0.047,213.2667
Satkhira,Kalaroa,Helatala,18.9166,0.0467,216.7218
Satkhira,Kalaroa,Jalalabad,19.5331,0.047,208.2819
Satkhira,Kalaroa,Joynagar,19.5331,0.047,208.2819
Satkhira,Kalaroa,Jugikhali,18.7102,0.047,213.4715
Satkhira,Kalaroa,Kayla,18.7102,0.047,213.4715
Satkhira,Kalaroa,Keragachhi,19.8654,0.0463,213.0969
Satkhira,Kalaroa,Keralkata,18.9166,0.0463,216.7218
Satkhira,Kalaroa,Kushadanga,18.6216,0.047,213.6746
Satkhira,Kalaroa,Langaljhara,19.8453,0.0467,208.646
Satkhira,Kalaroa,Sonabaria,19.6796,0.0463,216.269
Satkhira,Kalaroa,Ward No. 01,18.6216,0.0467,213.6746
Satkhira,Kalaroa,Ward No. 02,18.7102,0.0467,213.4715
Satkhira,Kalaroa,Ward No. 03,18.7102,0.0467,213.4715
Satkhira,Kalaroa,Ward No. 04,19.5331,0.0467,208.2819
Satkhira,Kalaroa,Ward No. 05,19.7392,0.0467,207.8242
Satkhira,Kalaroa,Ward No. 06,19.7392,0.0467,207.8242
Satkhira,Kalaroa,Ward No. 07,19.7392,0.047,207.8242
Satkhira,Kalaroa,Ward No. 08,19.5331,0.047,208.2819
Satkhira,Kalaroa,Ward No. 09,18.7102,0.047,213.4715
Satkhira,Kaliganj,Bharasimla,19.8034,0.0467,207.0448
Satkhira,Kaliganj,Bishnupur,18.4553,0.0471,199.1077
Satkhira,Kaliganj,Champaphul,18.8809,0.0484,202.8185
Satkhira,Kaliganj,Dakkhin Sreepur,18.4553,0.0471,199.1077
Satkhira,Kaliganj,Dhalbaria,19.8034,0.047,207.0448
Satkhira,Kaliganj,Krishnanagar,18.3204,0.0484,200.5619
Satkhira,Kaliganj,Kushlia,18.9572,0.047,201.8292
Satkhira,Kaliganj,Mathureshpur,19.8034,0.047,207.0448
Satkhira,Kaliganj,Moutala,18.3204,0.0479,200.5619
Satkhira,Kaliganj,Nalta,19.3685,0.047,206.6828
Satkhira,Kaliganj,Ratanpur,17.7517,0.047,207.6569
Satkhira,Kaliganj,Tarali,18.4553,0.047,199.1077
Satkhira,Satkhira Sadar,Agardari,19.8453,0.0467,208.646
Satkhira,Satkhira Sadar,Alipur,20.1611,0.0467,210.8315
Satkhira,Satkhira Sadar,Baikari,20.3471,0.0463,211.3674
Satkhira,Satkhira Sadar,Balli,19.7392,0.047,207.8242
Satkhira,Satkhira Sadar,Banshdaha,19.8453,0.0467,208.646
Satkhira,Satkhira Sadar,Bhomra,20.4757,0.0467,211.8708
Satkhira,Satkhira Sadar,Brahmarajpur,19.4007,0.0474,204.1036
Satkhira,Satkhira Sadar,Dhulihar,19.4007,0.0479,204.1036
Satkhira,Satkhira Sadar,Fingri,18.9946,0.0474,208.1399
Satkhira,Satkhira Sadar,Ghona,20.3471,0.0467,211.3674
Satkhira,Satkhira Sadar,Jhaudanga,19.7392,0.0467,207.8242
Satkhira,Satkhira Sadar,Kushkhali,20.3471,0.0463,211.3674
Satkhira,Satkhira Sadar,Labsa,19.4007,0.047,204.1036
Satkhira,Satkhira Sadar,Shibpur,20.1611,0.0467,210.8315
Satkhira,Satkhira Sadar,Ward No. 01,19.4007,0.047,204.1036
Satkhira,Satkhira Sadar,Ward No. 02,19.4007,0.047,204.1036
Satkhira,Satkhira Sadar,Ward No. 03,19.4007,0.047,204.1036
Satkhira,Satkhira Sadar,Ward No. 04,19.6157,0.047,207.4367
Satkhira,Satkhira Sadar,Ward No. 05,19.6157,0.047,207.4367
Satkhira,Satkhira Sadar,Ward No. 06,19.6157,0.0467,207.4367
Satkhira,Satkhira Sadar,Ward No. 07,19.6157,0.0467,207.4367
Satkhira,Satkhira Sadar,Ward No. 08,19.6157,0.047,207.4367
Satkhira,Satkhira Sadar,Ward No. 09,19.6157,0.047,207.4367
Satkhira,Shyamnagar,Atulia,17.1319,0.0497,189.5655
Satkhira,Shyamnagar,Bhurulia,17.4386,0.0479,201.2557
Satkhira,Shyamnagar,Buri Goalini,16.3111,0.0497,195.9753
Satkhira,Shyamnagar,Gabura,15.282,0.053,171.807
Satkhira,Shyamnagar,Ishwaripur,16.3111,0.0497,195.9753
Satkhira,Shyamnagar,Kaikhali,17.2064,0.0488,204.2621
Satkhira,Shyamnagar,Kashimari,17.1319,0.0497,189.5655
Satkhira,Shyamnagar,Munshiganj,13.4733,0.0455,233.5777
Satkhira,Shyamnagar,Nurnagar,17.2064,0.0485,204.2621
Satkhira,Shyamnagar,Padmapukur,16.261,0.0487,180.4757
Satkhira,Shyamnagar,Ramjannagar,16.3111,0.0499,195.9753
Satkhira,Shyamnagar,Shyamnagar,17.4386,0.0485,201.2557
Satkhira,Shyamnagar,Satkhira Range,16.755,0.1251,205.1253
Satkhira,Tala,Dhandia,19.5331,0.047,208.2819
Satkhira,Tala,Islamkati,19.4007,0.0488,204.1036
Satkhira,Tala,Jalalpur,18.8454,0.0496,194.9472
Satkhira,Tala,Khalilnagar,17.6948,0.0496,194.5298
Satkhira,Tala,Khalishkhali,19.4007,0.0479,204.1036
Satkhira,Tala,Kheshra,18.8743,0.0496,203.1398
Satkhira,Tala,Kumira,19.4007,0.0479,204.1036
Satkhira,Tala,Magura,18.8454,0.0496,194.9472
Satkhira,Tala,Nagarghata,22.413,0.0474,176.0245
Satkhira,Tala,Sarulia,19.4007,0.0479,204.1036
Satkhira,Tala,Tala,18.2026,0.0496,200.4001
Satkhira,Tala,Tentulia,18.2026,0.0488,200.4001
Jamalpur,Bakshiganj,Bagarchar,11.1529,0.0418,49.9031
Jamalpur,Bakshiganj,Bakshiganj,11.0293,0.0418,61.6358
Jamalpur,Bakshiganj,Battajore,11.0293,0.0418,61.6358
Jamalpur,Bakshiganj,Dhanua,11.5964,0.0415,58.7335
Jamalpur,Bakshiganj,Merurchar,11.0293,0.0418,61.6358
Jamalpur,Bakshiganj,Nilakkhia,11.0293,0.0418,61.6358
Jamalpur,Bakshiganj,Sadhurpara,10.507,0.0418,48.8605
Jamalpur,Bakshiganj,Ward No. 01,11.0293,0.0418,61.6358
Jamalpur,Bakshiganj,Ward No. 02,11.0293,0.0418,61.6358
Jamalpur,Bakshiganj,Ward No. 03,11.0293,0.0418,61.6358
Jamalpur,Bakshiganj,Ward No. 04,11.0293,0.0418,61.6358
Jamalpur,Bakshiganj,Ward No. 05,11.0293,0.0418,61.6358
Jamalpur,Bakshiganj,Ward No. 06,11.0293,0.0418,61.6358
Jamalpur,Bakshiganj,Ward No. 07,10.6615,0.0418,68.5145
Jamalpur,Bakshiganj,Ward No. 08,11.0293,0.0418,61.6358
Jamalpur,Bakshiganj,Ward No. 09,11.0293,0.0418,61.6358
Jamalpur,Dewanganj,Bahadurabad,10.507,0.0418,48.8605
Jamalpur,Dewanganj,Char Amkhaoa,10.6256,0.0418,24.793
Jamalpur,Dewanganj,Chikajani,9.8838,0.0418,41.5917
Jamalpur,Dewanganj,Chukaibari,9.2719,0.0418,32.1201
Jamalpur,Dewanganj,Dangdhara,11.2745,0.0418,35.4212
Jamalpur,Dewanganj,Dewanganj,10.3381,0.0418,54.9374
Jamalpur,Dewanganj,Hatibhanga,11.1529,0.0418,49.9031
Jamalpur,Dewanganj,Par Ramrampur,11.4048,0.0418,45.4505
Jamalpur,Dewanganj,Ward No. 01,9.8838,0.0418,41.5917
Jamalpur,Dewanganj,Ward No. 02,10.507,0.0418,48.8605
Jamalpur,Dewanganj,Ward No. 03,10.507,0.0418,48.8605
Jamalpur,Dewanganj,Ward No. 04,10.507,0.0418,48.8605
Jamalpur,Dewanganj,Ward No. 05,10.3381,0.0418,54.9374
Jamalpur,Dewanganj,Ward No. 06,9.8527,0.0418,43.3186
Jamalpur,Dewanganj,Ward No. 07,10.3381,0.0418,54.9374
Jamalpur,Dewanganj,Ward No. 08,9.8527,0.0418,43.3186
Jamalpur,Dewanganj,Ward No. 09,10.3381,0.0418,54.9374
Jamalpur,Islampur,Belgachha,9.2719,0.0418,32.1201
Jamalpur,Islampur,Char Goalini,10.8608,0.0418,77.3266
Jamalpur,Islampur,Char Putimari,11.5457,0.0418,81.9855
Jamalpur,Islampur,Chinaduli,9.3798,0.0418,42.0064
Jamalpur,Islampur,Gaibandha,10.8341,0.0418,68.1476
Jamalpur,Islampur,Goalerchar,11.0293,0.0418,61.6358
Jamalpur,Islampur,Islampur,10.8341,0.0418,68.1476
Jamalpur,Islampur,Kulkandi,9.2719,0.0418,32.1201
Jamalpur,Islampur,Noarpara,9.413,0.0418,52.0717
Jamalpur,Islampur,Palbanda,10.3381,0.0418,54.9374
Jamalpur,Islampur,Patharshi,9.8527,0.0418,43.3186
Jamalpur,Islampur,Sapdhari,9.3798,0.0418,42.0064
Jamalpur,Islampur,Ward No. 01,10.8341,0.0418,68.1476
Jamalpur,Islampur,Ward No. 02,10.8341,0.0418,68.1476
Jamalpur,Islampur,Ward No. 03,10.3381,0.0418,54.9374
Jamalpur,Islampur,Ward No. 04,10.8341,0.0418,68.1476
Jamalpur,Islampur,Ward No. 05,10.3381,0.0418,54.9374
Jamalpur,Islampur,Ward No. 06,10.3381,0.0418,54.9374
Jamalpur,Islampur,Ward No. 07,10.3381,0.0418,54.9374
Jamalpur,Islampur,Ward No. 08,10.3381,0.0418,54.9374
Jamalpur,Islampur,Ward No. 09,10.3381,0.0418,54.9374
Jamalpur,Jamalpur Sadar,Banshchara,13.1719,0.0415,115.6989
Jamalpur,Jamalpur Sadar,Digpait,12.183,0.0418,106.7341
Jamalpur,Jamalpur Sadar,Ghoradhap,13.3087,0.0415,119.43
Jamalpur,Jamalpur Sadar,Itail,13.3087,0.0415,119.43
Jamalpur,Jamalpur Sadar,Kendua,11.2589,0.0418,88.1565
Jamalpur,Jamalpur Sadar,Lakkhirchar,12.4886,0.0415,103.835
Jamalpur,Jamalpur Sadar,Meshta,11.4664,0.0418,92.8443
Jamalpur,Jamalpur Sadar,Narundi,12.8503,0.0415,110.5694
Jamalpur,Jamalpur Sadar,Ranagachha,13.1719,0.0415,115.6989
Jamalpur,Jamalpur Sadar,Rashidpur,12.5647,0.0418,115.9607
Jamalpur,Jamalpur Sadar,Shahbazpur,12.0698,0.0418,101.5535
Jamalpur,Jamalpur Sadar,Sharifpur,11.9792,0.0418,96.9762
Jamalpur,Jamalpur Sadar,Sreepur,13.7246,0.0418,124.0667
Jamalpur,Jamalpur Sadar,Titpalla,12.0698,0.0418,101.5535
Jamalpur,Jamalpur Sadar,Tulsirchar,12.8503,0.0415,110.5694
Jamalpur,Jamalpur Sadar,Ward No. 01,11.2589,0.0418,88.1565
Jamalpur,Jamalpur Sadar,Ward No. 02,11.2589,0.0418,88.1565
